Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,580 FARM RD @ 179 HELEN DR,Marlborough,,,Marlborough PD,,07:00,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,734 FOREST ST Apt. #500,Marlborough,,,Marlborough PD,,07:05,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,20 BROADMEADOW RD,Marlborough,,,Marlborough PD,,07:15,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,331 HOSMER ST @ 5 SUMMIT AVE,Marlborough,,,Marlborough PD,,07:37,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,90 LINCOLN ST,Marlborough,,,Marlborough PD,,08:17,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,376 MAPLE ST @ 492 SOUTH ST,Marlborough,,,Marlborough PD,,08:40,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,84 KOSMAS ST,Marlborough,,,Marlborough PD,,08:44,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,95 WEST MAIN ST,Marlborough,,,Marlborough PD,,08:45,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,526 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,09:17,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,Harassment,,Report,Yes,,159 MECHANIC ST,Marlborough,,,Marlborough PD,,09:23,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,DISTURBANCE,,Report,Yes,,165A BROADMEADOW RD Apt. #5,Marlborough,,,Marlborough PD,,09:31,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,Well being check,,Report,Yes,,80 GRANGER BLVD @ 29 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,09:53,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,397 BOLTON ST Apt. #E3,Marlborough,,,Marlborough PD,,09:55,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,WARD PARK - NEW ST,Marlborough,,,Marlborough PD,,10:17,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,327 FARM RD,Marlborough,,,Marlborough PD,,10:24,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,103 MECHANIC ST,Marlborough,,,Marlborough PD,,10:33,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,Fraud / Forgery,,Report,Yes,,24 SAINT MARTIN DR Apt. #4,Marlborough,,,Marlborough PD,,10:52,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,Suspicious M/V,,Services Rendered- PD,No,,BROADMEADOW RD,Marlborough,,,Marlborough PD,,11:08,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
,,B&E into M/V,,Report,Yes,,534 LINCOLN ST,Marlborough,,,Marlborough PD,,11:25,,,03/29/2019,Call_Log_March_29_2019_to_April_1_2019.pdf,1
