Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,199 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,08:08,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:30,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,22 BROAD ST Apt. #112,Marlborough,,,Marlborough PD,,08:34,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,22 BROAD ST,Marlborough,,,Marlborough PD,,08:35,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,08:38,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,[MAR 9155] 4 FARMHOUSE LN Apt. #7,Marlborough,,,Marlborough PD,,08:56,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,[MAR 9155] 4 FARMHOUSE LN Apt. #7,Marlborough,,,Marlborough PD,,08:56,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,8 KINGS GRANT RD @ 64 OLD CHARTER RD,Marlborough,,,Marlborough PD,,09:36,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,424 LINCOLN ST,Marlborough,,,Marlborough PD,,09:42,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Fraud / Forgery,,Services Rendered- PD,No,,41 SCHOFIELD DR,Marlborough,,,Marlborough PD,,10:04,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,LARCENY,,Report,Yes,,36 PIONEER TRL,Marlborough,,,Marlborough PD,,10:10,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Fraud / Forgery,,Services Rendered- PD,No,,32 ROYAL CREST DR Apt. #5,Marlborough,,,Marlborough PD,,10:12,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,336 EAST MAIN ST Apt. #2,Marlborough,,,Marlborough PD,,10:21,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Parking Violation,,Unfounded,No,,339 LINCOLN ST @ 66 MECHANIC ST,Marlborough,,,Marlborough PD,,10:24,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,7 MECHANIC ST @ 35 WEST MAIN ST,Marlborough,,,Marlborough PD,,10:41,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Motor vehicle accident I,,Medical,No,,26 MAIN ST @ 1 GRANGER BLVD,Marlborough,,,Marlborough PD,,10:41,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,81 COOK LN,Marlborough,,,Marlborough PD,,10:57,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,81 COOK LN,Marlborough,,,Marlborough PD,,10:57,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,2
,,Well being check,,Services Rendered- PD,No,,40 SAINT IVES WAY Apt. #31,Marlborough,,,Marlborough PD,,11:01,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,2
,,FOUND/LOST PROPERTY,,Report,Yes,,729 FARM RD,Marlborough,,,Marlborough PD,,11:27,,,11/30/2020,Call_Log_November_30_2020_to_December_1_2020.pdf,2
