Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,911 Hangup/Call,,Unfounded,No,,750 FARM RD Apt. #128,Marlborough,,,Marlborough PD,,07:08,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,MVA WITH INJURIES,,Services Rendered- PD,No,,LAKESIDE AVE,Marlborough,,,Marlborough PD,,07:30,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,75 UPLAND RD,Marlborough,,,Marlborough PD,,08:22,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,133 WEST MAIN ST,Marlborough,,,Marlborough PD,,08:39,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,117 KELLEHER ST,Marlborough,,,Marlborough PD,,08:46,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,235 WEST MAIN ST,Marlborough,,,Marlborough PD,,09:15,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Directed Patrol,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,09:30,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,MAPLEWOOD AVE,Marlborough,,,Marlborough PD,,09:47,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Fraud / Forgery,,Report,Yes,,105 APEX DR,Marlborough,,,Marlborough PD,,09:57,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,911 Hangup/Call,,Unfounded,No,,176 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,10:38,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,ASSIST CITIZEN,,Report,Yes,,97 UPLAND RD,Marlborough,,,Marlborough PD,,10:44,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,700 BOLTON ST,Marlborough,,,Marlborough PD,,11:07,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,911 Hangup/Call,,Unfounded,No,,870 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,11:57,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,MOTOR VEHICLE STOP,,CRIMINAL COMPLAINT,Yes,,69 HILDRETH ST,Marlborough,,,Marlborough PD,,11:58,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,[MAR 644] 37 BOLTON ST,Marlborough,,,Marlborough PD,,12:22,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Well being check,,Report,Yes,,21 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,12:26,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,397 BOLTON ST Apt. #G7,Marlborough,,,Marlborough PD,,12:45,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,1 COURT ST,Marlborough,,,Marlborough PD,,13:06,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #214,Marlborough,,,Marlborough PD,,13:12,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,1
,,Police Assist,,Services Rendered- PD,No,,38 FAIRMOUNT ST Apt. #2,Marlborough,,,Marlborough PD,,13:56,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,SUSPICIOUS ACTIVITY,,Report,Yes,,MAIN SITE (CLUBHOUSE) - 20 APPLEBRIAR LN,Marlborough,,,Marlborough PD,,14:54,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,265 LAKESIDE AVE,Marlborough,,,Marlborough PD,,15:03,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,75 JACKSON CIR,Marlborough,,,Marlborough PD,,15:20,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,451 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,15:59,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,LARCENY,,Services Rendered- PD,No,,320 MECHANIC ST,Marlborough,,,Marlborough PD,,16:00,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,174 ANDERSON RD,Marlborough,,,Marlborough PD,,16:21,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,Ambulance Assist,,Report,Yes,,106 WOODLAND DR,Marlborough,,,Marlborough PD,,16:30,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,157 UNION ST,Marlborough,,,Marlborough PD,,17:04,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,MOTOR VEHICLE STOP,,Building Checked/Secured,No,,91 MAIN ST,Marlborough,,,Marlborough PD,,18:17,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,300 LINCOLN ST,Marlborough,,,Marlborough PD,,18:25,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,Well being check,,Services Rendered- PD,No,,38 WELLINGTON ST,Marlborough,,,Marlborough PD,,18:26,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
,,Well being check,,Services Rendered- PD,No,,60 MUSTANG AVE,Marlborough,,,Marlborough PD,,19:11,,,05/09/2024,Call_Log_May_9_2024_to_May_13_2024.pdf,2
